Day of Week,Date,,,Event,Date Wikipedia,Event Wikipedia,Date UFC,Event UFC,Date Sherdog,Event Sherdog,Date Fightmetric,Event Fightmetric,Date MMAFighting,Event MMAFighting
Saturday,8/7/2010,FALSE,FALSE,UFC 117: Silva vs. Sonnen,8/7/2010,UFC 117: Silva vs. Sonnen,8/7/2010,UFC 117,8/7/2010,UFC 117 - Silva vs. Sonnen,8/7/2010,UFC 117: Silva vs Sonnen,8/7/2010,
Sunday,8/1/2010,FALSE,FALSE,UFC Live 2: Jones vs. Matyushenko,8/1/2010,UFC Live: Jones vs. Matyushenko,8/1/2010,UFC LIVE,8/1/2010,,8/1/2010,UFC LIVE: Jones vs Matyushenko,8/1/2010,
Saturday,7/3/2010,FALSE,FALSE,UFC 116: Lesnar vs. Carwin,7/3/2010,UFC 116: Lesnar vs. Carwin,7/3/2010,UFC 116,7/3/2010,UFC 116 - Lesnar vs. Carwin,7/3/2010,UFC 116: Lesnar vs Carwin,7/3/2010,
Sunday,6/20/2010,FALSE,FALSE,WEC 49: Varner vs. Shalorus,6/20/2010,,6/20/2010,,6/20/2010,WEC 49 - Varner vs. Shalorus,6/20/2010,,6/20/2010,
Saturday,6/19/2010,FALSE,FALSE,Ultimate Fighter 11: Team Liddell vs. Team Ortiz Finale,6/19/2010,Ultimate Fighter 11 !The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,6/19/2010,The Ultimate Fighter FINALE,6/19/2010,,6/19/2010,The Ultimate Fighter FINALE: Team Liddell vs Team Ortiz,6/19/2010,
Saturday,6/12/2010,FALSE,FALSE,UFC 115: Liddell vs. Franklin,6/12/2010,UFC 115: Liddell vs. Franklin,6/12/2010,UFC 115,6/12/2010,UFC 115 - Liddell vs. Franklin,6/12/2010,UFC 115: Liddell vs Franklin,6/12/2010,
Saturday,5/29/2010,FALSE,FALSE,UFC 114: Rampage vs. Evans,5/29/2010,UFC 114: Rampage vs. Evans,5/29/2010,UFC 114,5/29/2010,,5/29/2010,UFC 114: Rampage vs Evans,5/29/2010,
Saturday,5/8/2010,FALSE,FALSE,UFC 113: Machida vs. Shogun 2,5/8/2010,UFC 113: Machida vs. Shogun 2,5/8/2010,UFC 113,5/8/2010,UFC 113 - Machida vs. Shogun 2,5/8/2010,UFC 113: Machida vs Shogun 2,5/8/2010,
Saturday,4/10/2010,FALSE,FALSE,UFC 112: Invincible,4/10/2010,UFC 112: Invincible,4/10/2010,,4/10/2010,,4/10/2010,UFC 112: Invincible,4/10/2010,
Wednesday,3/31/2010,FALSE,FALSE,UFC Fight Night 21: Florian vs. Gomi,3/31/2010,UFC Fight Night 21 !UFC Fight Night: Florian vs. Gomi,3/31/2010,UFC Fight Night 21,3/31/2010,UFC Fight Night 21 - Florian vs. Gomi,3/31/2010,UFC Fight Night: Florian vs Gomi,3/31/2010,
Saturday,3/27/2010,FALSE,FALSE,UFC 111: St-Pierre vs. Hardy,3/27/2010,UFC 111: St-Pierre vs. Hardy,3/27/2010,UFC 111,3/27/2010,,3/27/2010,UFC 111: St-Pierre vs Hardy,3/27/2010,
Sunday,3/21/2010,FALSE,FALSE,UFC Live 1: Vera vs. Jones,3/21/2010,UFC Live: Vera vs. Jones,3/21/2010,UFC on Versus,3/21/2010,UFC Live 1 - Vera vs. Jones,3/21/2010,UFC on Versus: Vera vs Jones,3/21/2010,"Dana White Separates Jon Jones, Brandon Vera"
Saturday,3/6/2010,FALSE,FALSE,WEC 47: Bowles vs. Cruz,3/6/2010,,3/6/2010,,3/6/2010,WEC 47 - Bowles vs. Cruz,3/6/2010,,3/6/2010,
Saturday,2/20/2010,FALSE,FALSE,UFC 110: Nogueira vs. Velasquez,2/21/2010,UFC 110: Nogueira vs. Velasquez,2/20/2010,UFC 110,2/20/2010,,2/20/2010,UFC 110: Nogueira vs Velasquez,2/20/2010,
Saturday,2/6/2010,FALSE,FALSE,UFC 109: Relentless,2/6/2010,UFC 109: Relentless,2/6/2010,UFC 109,2/6/2010,UFC 109 - Relentless,2/6/2010,UFC 109: Relentless,2/6/2010,
Monday,1/11/2010,FALSE,FALSE,UFC Fight Night 20: Maynard vs. Diaz,1/11/2010,UFC Fight Night 20 !UFC Fight Night: Maynard vs. Diaz,1/11/2010,UFC Fight Night,1/11/2010,,1/11/2010,UFC Fight Night: Maynard vs Diaz,1/11/2010,
Saturday,1/2/2010,FALSE,FALSE,UFC 108: Evans vs. Silva,1/2/2010,UFC 108: Evans vs. Silva,1/2/2010,UFC 108,1/2/2010,UFC 108 - Evans vs. Silva,1/2/2010,UFC 108: Evans vs Silva,1/2/2010,UFC 108 Weigh-In Results: Paul Daley Comes In Over
Saturday,12/19/2009,FALSE,FALSE,WEC 45: Cerrone vs. Ratcliff,12/19/2009,,12/19/2009,,12/19/2009,WEC 45 - Cerrone vs. Ratcliff,12/19/2009,,12/19/2009,
Saturday,12/12/2009,FALSE,FALSE,UFC 107: Penn vs. Sanchez,12/12/2009,UFC 107: Penn vs. Sanchez,12/12/2009,UFC 107,12/12/2009,,12/12/2009,UFC 107: Penn vs Sanchez,12/12/2009,
Saturday,12/5/2009,FALSE,FALSE,Ultimate Fighter 10: Heavyweights Finale,12/5/2009,Ultimate Fighter 10 !The Ultimate Fighter: Heavyweights Finale,12/5/2009,The Ultimate Fighter,12/5/2009,UFC - The Ultimate Fighter 10 Finale,12/5/2009,The Ultimate Fighter: Heavyweights Finale,12/5/2009,
Saturday,11/21/2009,FALSE,FALSE,UFC 106: Ortiz vs. Griffin 2,11/21/2009,UFC 106: Ortiz vs. Griffin 2,11/21/2009,UFC 106,11/21/2009,,11/21/2009,UFC 106: Ortiz vs Griffin 2,11/21/2009,
Saturday,11/14/2009,FALSE,FALSE,UFC 105: Couture vs. Vera,11/14/2009,UFC 105: Couture vs. Vera,11/14/2009,UFC 105,11/14/2009,UFC 105 - Couture vs. Vera,11/14/2009,UFC 105: Couture vs Vera,11/14/2009,
Saturday,10/24/2009,FALSE,FALSE,UFC 104: Machida vs. Shogun,10/24/2009,UFC 104: Machida vs. Shogun,10/24/2009,UFC 104,10/24/2009,,10/24/2009,UFC 104: Machida vs Shogun,10/24/2009,
Saturday,10/10/2009,FALSE,FALSE,WEC 43: Cerrone vs. Henderson,10/10/2009,,10/10/2009,,10/10/2009,WEC 43 - Cerrone vs. Henderson,10/10/2009,,10/10/2009,
Saturday,9/19/2009,FALSE,FALSE,UFC 103: Franklin vs. Belfort,9/19/2009,UFC 103: Franklin vs. Belfort,9/19/2009,UFC 103,9/19/2009,UFC 103 - Franklin vs. Belfort,9/19/2009,UFC 103: Franklin vs Belfort,9/19/2009,
Wednesday,9/16/2009,FALSE,FALSE,UFC Fight Night 19: Diaz vs. Guillard,9/16/2009,UFC Fight Night 19 !UFC Fight Night: Diaz vs. Guillard,9/16/2009,UFC Fight Night,9/16/2009,,9/16/2009,UFC Fight Night: Diaz vs Guillard,9/16/2009,
Saturday,8/29/2009,FALSE,FALSE,UFC 102: Couture vs. Nogueira,8/29/2009,UFC 102: Couture vs. Nogueira,8/29/2009,UFC 102,8/29/2009,UFC 102 - Couture vs. Nogueira,8/29/2009,UFC 102: Couture vs Nogueira,8/29/2009,
Saturday,8/8/2009,FALSE,FALSE,UFC 101: Declaration,8/8/2009,UFC 101: Declaration,8/8/2009,UFC 101,8/8/2009,,8/8/2009,UFC 101: Declaration,8/8/2009,
Saturday,7/11/2009,FALSE,FALSE,UFC 100: Lesnar vs. Mir 2,7/11/2009,UFC 100,7/11/2009,UFC 100,7/11/2009,UFC 100 - Lesnar vs. Mir 2,7/11/2009,UFC 100,7/11/2009,
Saturday,6/20/2009,FALSE,FALSE,Ultimate Fighter 9: United States vs. United Kingdom Finale,6/20/2009,Ultimate Fighter 09 !The Ultimate Fighter: United States vs. United Kingdom Finale,6/20/2009,The Ultimate Fighter,6/20/2009,,6/20/2009,The Ultimate Fighter: Team US vs Team UK Finale,6/20/2009,
Saturday,6/13/2009,FALSE,FALSE,UFC 99: The Comeback,6/13/2009,UFC 099 !UFC 99: The Comeback,6/13/2009,UFC 99,6/13/2009,UFC 99 - The Comeback,6/13/2009,UFC 99: The Comeback,6/13/2009,
Sunday,6/7/2009,FALSE,FALSE,WEC 41: Brown vs. Faber 2,6/7/2009,,6/7/2009,,6/7/2009,WEC 41 - Brown vs. Faber 2,6/7/2009,,6/7/2009,
Saturday,5/23/2009,FALSE,FALSE,UFC 98: Evans vs. Machida,5/23/2009,UFC 098 !UFC 98: Evans vs. Machida,5/23/2009,UFC 98,5/23/2009,,5/23/2009,UFC 98: Evans vs Machida,5/23/2009,
Saturday,4/18/2009,FALSE,FALSE,UFC 97: Redemption,4/18/2009,UFC 097 !UFC 97: Redemption,4/18/2009,UFC 97,4/18/2009,UFC 97 - Redemption,4/18/2009,UFC 97: Redemption,4/18/2009,
Wednesday,4/1/2009,FALSE,FALSE,UFC Fight Night 18: Condit vs. Kampmann,4/1/2009,UFC Fight Night 18 !UFC Fight Night: Condit vs. Kampmann,4/1/2009,UFC Fight Night,4/1/2009,,4/1/2009,UFC Fight Night: Condit vs Kampmann,4/1/2009,
Saturday,3/7/2009,FALSE,FALSE,UFC 96: Jackson vs. Jardine,3/7/2009,UFC 096 !UFC 96: Jackson vs. Jardine,3/7/2009,UFC 96,3/7/2009,UFC 96 - Jackson vs. Jardine,3/7/2009,UFC 96: Jackson vs Jardine,3/7/2009,
Saturday,2/21/2009,FALSE,FALSE,UFC 95: Sanchez vs. Stevenson,2/21/2009,UFC 095 !UFC 95: Sanchez vs. Stevenson,2/21/2009,UFC 95,2/21/2009,,2/21/2009,UFC 95: Sanchez vs Stevenson,2/21/2009,
Saturday,2/7/2009,FALSE,FALSE,UFC Fight Night 17: Lauzon vs. Stephens,2/7/2009,UFC Fight Night 17 !UFC Fight Night: Lauzon vs. Stephens,2/7/2009,UFC Fight Night,2/7/2009,UFC Fight Night 17 - Lauzon vs. Stephens,2/7/2009,UFC Fight Night: Lauzon vs Stephens,2/7/2009,
Saturday,1/31/2009,FALSE,FALSE,UFC 94: St-Pierre vs. Penn 2,1/31/2009,UFC 094 !UFC 94: St-Pierre vs. Penn 2,1/31/2009,UFC 94,1/31/2009,,1/31/2009,UFC 94: St-Pierre vs Penn 2,1/31/2009,
Saturday,1/17/2009,FALSE,FALSE,UFC 93: Franklin vs. Henderson,1/17/2009,UFC 093 !UFC 93: Franklin vs. Henderson,1/17/2009,UFC 93,1/17/2009,UFC 93 - Franklin vs. Henderson,1/17/2009,UFC 93: Franklin vs Henderson,1/17/2009,
Saturday,12/27/2008,FALSE,FALSE,UFC 92: The Ultimate 2008,12/27/2008,UFC 092 !UFC 92: The Ultimate 2008,12/27/2008,UFC 92,12/27/2008,,12/27/2008,UFC 92: The Ultimate 2008,12/27/2008,
Saturday,12/13/2008,FALSE,FALSE,Ultimate Fighter 8: Team Nogueira vs. Team Mir Finale,12/13/2008,Ultimate Fighter 08 !The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,12/13/2008,The Ultimate Fighter Finale,12/13/2008,UFC - The Ultimate Fighter 8 Finale,12/13/2008,The Ultimate Fighter Finale: Team Nog vs Team Mir,12/13/2008,
Wednesday,12/10/2008,FALSE,FALSE,UFC Fight Night 16: Fight for the Troops,12/10/2008,UFC Fight Night 16 !UFC: Fight for the Troops,12/10/2008,UFC Fight Night,12/10/2008,,12/10/2008,UFC Fight Night - Fight for the Troops,12/10/2008,
Saturday,11/15/2008,FALSE,FALSE,UFC 91: Couture vs. Lesnar,11/15/2008,UFC 091 !UFC 91: Couture vs. Lesnar,11/15/2008,UFC 91,11/15/2008,UFC 91 - Couture vs. Lesnar,11/15/2008,UFC 91: Couture vs Lesnar,11/15/2008,
Saturday,10/25/2008,FALSE,FALSE,UFC 90: Silva vs. Ct,10/25/2008,UFC 090 !UFC 90: Silva vs. Ct,10/25/2008,UFC 90,10/25/2008,,10/25/2008,UFC 90: Silva vs Cote,10/25/2008,
Saturday,10/18/2008,FALSE,FALSE,UFC 89: Bisping vs. Leben,10/18/2008,UFC 089 !UFC 89: Bisping vs. Leben,10/18/2008,UFC 89,10/18/2008,UFC 89 - Bisping vs. Leben,10/18/2008,UFC 89: Bisping vs Leben,10/18/2008,
Wednesday,9/17/2008,FALSE,FALSE,UFC Fight Night 15: Diaz vs. Neer,9/17/2008,UFC Fight Night 15 !UFC Fight Night: Diaz vs. Neer,9/17/2008,UFC Fight Night,9/17/2008,,9/17/2008,UFC Fight Night: Diaz vs Neer,9/17/2008,
Saturday,9/6/2008,FALSE,FALSE,UFC 88: Breakthrough,9/6/2008,UFC 088 !UFC 88: Breakthrough,9/6/2008,UFC 88,9/6/2008,UFC 88 - Breakthrough,9/6/2008,UFC 88: Breakthrough,9/6/2008,
Saturday,8/9/2008,FALSE,FALSE,UFC 87: Seek and Destroy,8/9/2008,UFC 087 !UFC 87: Seek and Destroy,8/9/2008,UFC 87,8/9/2008,,8/9/2008,UFC 87: Seek And Destroy,8/9/2008,
Saturday,7/19/2008,FALSE,FALSE,UFC Fight Night 14: Silva vs. Irvin,7/19/2008,UFC Fight Night 14 !UFC Fight Night: Silva vs. Irvin,7/19/2008,UFC Fight Night,7/19/2008,UFC Fight Night 14 - Silva vs. Irvin,7/19/2008,UFC: Silva vs Irvin,7/19/2008,
Saturday,7/5/2008,FALSE,FALSE,UFC 86: Jackson vs. Griffin,7/5/2008,UFC 086 !UFC 86: Jackson vs. Griffin,7/5/2008,UFC 86,7/5/2008,,7/5/2008,UFC 86: Jackson vs Griffin,7/5/2008,
Saturday,6/21/2008,FALSE,FALSE,Ultimate Fighter 7: Team Rampage vs. Team Forrest Finale,6/21/2008,Ultimate Fighter 07 !The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,6/21/2008,The Ultimate Fighter Finale,6/21/2008,UFC - The Ultimate Fighter 7 Finale,6/21/2008,The Ultimate Fighter Finale: Team Rampage vs Team Forrest,6/21/2008,
Saturday,6/7/2008,FALSE,FALSE,UFC 85: Bedlam,6/7/2008,UFC 085 !UFC 85: Bedlam,6/7/2008,UFC 85,6/7/2008,,6/7/2008,UFC 85: Bedlam,6/7/2008,
Saturday,5/24/2008,FALSE,FALSE,UFC 84: Ill Will,5/24/2008,UFC 084 !UFC 84: Ill Will,5/24/2008,UFC 84,5/24/2008,UFC 84 - Ill Will,5/24/2008,UFC 84: Ill Will,5/24/2008,
Saturday,4/19/2008,FALSE,FALSE,UFC 83: Serra vs. St-Pierre 2,4/19/2008,UFC 083 !UFC 83: Serra vs. St-Pierre 2,4/19/2008,UFC 83,4/19/2008,,4/19/2008,UFC 83: Serra vs St-Pierre 2,4/19/2008,
Wednesday,4/2/2008,FALSE,FALSE,UFC Fight Night 13: Florian vs. Lauzon,4/2/2008,UFC Fight Night 13 !UFC Fight Night: Florian vs. Lauzon,4/2/2008,UFC Fight Night,4/2/2008,UFC Fight Night 13 - Florian vs. Lauzon,4/2/2008,UFC Fight Night: Florian vs Lauzon,4/2/2008,
Saturday,3/1/2008,FALSE,FALSE,UFC 82: Pride of a Champion,3/1/2008,UFC 082 !UFC 82: Pride of a Champion,3/1/2008,UFC 82,3/1/2008,,3/1/2008,UFC 82: Pride of a Champion,3/1/2008,
Saturday,2/2/2008,FALSE,FALSE,UFC 81: Breaking Point,2/2/2008,UFC 081 !UFC 81: Breaking Point,2/2/2008,UFC 81,2/2/2008,UFC 81 - Breaking Point,2/2/2008,UFC 81: Breaking Point,2/2/2008,
Wednesday,1/23/2008,FALSE,FALSE,UFC Fight Night 12: Swick vs. Burkman,1/23/2008,UFC Fight Night 12 !UFC Fight Night: Swick vs. Burkman,1/23/2008,UFC Fight Night,1/23/2008,,1/23/2008,UFC Fight Night: Swick vs Burkman,1/23/2008,
Saturday,1/19/2008,FALSE,FALSE,UFC 80: Rapid Fire,1/19/2008,UFC 080 !UFC 80: Rapid Fire,1/19/2008,UFC 80,1/19/2008,UFC 80 - Rapid Fire,1/19/2008,UFC 80: Rapid Fire,1/19/2008,
Saturday,12/29/2007,FALSE,FALSE,UFC 79: Nemesis,12/29/2007,UFC 079 !UFC 79: Nemesis,12/29/2007,UFC 79,12/29/2007,,12/29/2007,UFC 79: Nemesis,12/29/2007,
Saturday,12/8/2007,FALSE,FALSE,Ultimate Fighter 6: Team Hughes vs. Team Serra Finale,12/8/2007,Ultimate Fighter 06 !The Ultimate Fighter: Team Hughes vs. Team Serra Finale,12/9/2007,The Ultimate Fighter,12/8/2007,UFC - The Ultimate Fighter 6 Finale,12/8/2007,The Ultimate Fighter: Team Serra vs Team Hughes Finale,12/8/2007,
Saturday,11/17/2007,FALSE,FALSE,UFC 78: Validation,11/17/2007,UFC 078 !UFC 78: Validation,11/17/2007,UFC 78,11/17/2007,,11/17/2007,UFC 78: Validation,11/17/2007,
Saturday,10/20/2007,FALSE,FALSE,UFC 77: Hostile Territory,10/20/2007,UFC 077 !UFC 77: Hostile Territory,10/20/2007,UFC 77,10/20/2007,UFC 77 - Hostile Territory,10/20/2007,UFC 77: Hostile Territory,10/20/2007,
Saturday,9/22/2007,FALSE,FALSE,UFC 76: Knockout,9/22/2007,UFC 076 !UFC 76: Knockout,9/22/2007,UFC 76,9/22/2007,,9/22/2007,UFC 76: Knockout,9/22/2007,
Wednesday,9/19/2007,FALSE,FALSE,UFC Fight Night 11: Thomas vs. Florian,9/19/2007,UFC Fight Night 11 !UFC Fight Night: Thomas vs. Florian,9/19/2007,UFC Fight Night,9/19/2007,UFC Fight Night 11 - Thomas vs. Florian,9/19/2007,UFC Fight Night: Thomas vs Florian,9/19/2007,
Saturday,9/8/2007,FALSE,FALSE,UFC 75: Champion vs. Champion,9/8/2007,UFC 075 !UFC 75: Champion vs. Champion,9/8/2007,UFC 75,9/8/2007,,9/8/2007,UFC 75: Champion vs Champion,9/8/2007,
Saturday,8/25/2007,FALSE,FALSE,UFC 74: Respect,8/25/2007,UFC 074 !UFC 74: Respect,8/25/2007,UFC 74,8/25/2007,UFC 74 - Respect,8/25/2007,UFC 74: Respect,8/25/2007,
Saturday,7/7/2007,FALSE,FALSE,UFC 73: Stacked,7/7/2007,UFC 073 !UFC 73: Stacked,7/7/2007,UFC 73,7/7/2007,,7/7/2007,UFC 73: Stacked,7/7/2007,
Saturday,6/23/2007,FALSE,FALSE,Ultimate Fighter 5: Team Pulver vs. Team Penn Finale,6/23/2007,Ultimate Fighter 05 !The Ultimate Fighter: Team Pulver vs. Team Penn Finale,6/23/2007,The Ultimate Fighter 5,6/23/2007,UFC - The Ultimate Fighter 5 Finale,6/23/2007,The Ultimate Fighter 5 Finale,6/23/2007,
Saturday,6/16/2007,FALSE,FALSE,UFC 72: Victory,6/16/2007,UFC 072 !UFC 72: Victory,6/16/2007,UFC 72,6/16/2007,,6/16/2007,UFC 72: Victory,6/16/2007,
Tuesday,6/12/2007,FALSE,FALSE,UFC Fight Night 10: Stout vs. Fisher,6/12/2007,UFC Fight Night 10 !UFC Fight Night: Stout vs. Fisher,6/12/2007,UFC Fight Night,6/12/2007,UFC Fight Night 10 - Stout vs. Fisher 2,6/12/2007,UFC Fight Night: Stout vs Fisher,6/12/2007,
Saturday,5/26/2007,FALSE,FALSE,UFC 71: Liddell vs. Jackson,5/26/2007,UFC 071 !UFC 71: Liddell vs. Jackson,5/27/2007,UFC 71,5/26/2007,,5/26/2007,UFC 71: Liddell vs Jackson,5/26/2007,
Saturday,4/21/2007,FALSE,FALSE,UFC 70: Nations Collide,4/21/2007,UFC 070 !UFC 70: Nations Collide,4/21/2007,UFC 70,4/21/2007,UFC 70 - Nations Collide,4/21/2007,UFC 70: Nations Collide,4/21/2007,
Saturday,4/7/2007,FALSE,FALSE,UFC 69: Shootout,4/7/2007,UFC 069 !UFC 69: Shootout,4/7/2007,UFC 69,4/7/2007,,4/7/2007,UFC 69: Shootout,4/7/2007,
Thursday,4/5/2007,FALSE,FALSE,UFC Fight Night 9: Stevenson vs. Guillard,4/5/2007,UFC Fight Night 09 !UFC Fight Night: Stevenson vs. Guillard,4/5/2007,UFC Fight Night,4/5/2007,UFC Fight Night 9 - Stevenson vs. Guillard,4/5/2007,UFC Fight Night: Stevenson vs Guillard,4/5/2007,
Saturday,3/3/2007,FALSE,FALSE,UFC 68: The Uprising,3/3/2007,UFC 068 !UFC 68: The Uprising,3/3/2007,UFC 68,3/3/2007,,3/3/2007,UFC 68: The Uprising,3/3/2007,
Saturday,2/3/2007,FALSE,FALSE,UFC 67: All or Nothing,2/3/2007,UFC 067 !UFC 67: All or Nothing,2/3/2007,UFC 67,2/3/2007,UFC 67 - All or Nothing,2/3/2007,UFC 67: All or Nothing,2/3/2007,
Thursday,1/25/2007,FALSE,FALSE,UFC Fight Night 8: Evans vs. Salmon,1/25/2007,UFC Fight Night 08 !UFC Fight Night: Evans vs. Salmon,1/25/2007,UFC Fight Night,1/25/2007,,1/25/2007,UFC Fight Night: Evans vs Salmon,1/25/2007,
Saturday,12/30/2006,FALSE,FALSE,UFC 66: Liddell vs. Ortiz,12/30/2006,UFC 066 !UFC 66: Liddell vs. Ortiz,12/30/2006,UFC 66,12/30/2006,UFC 66 - Liddell vs. Ortiz 2,12/30/2006,UFC 66: Liddell vs Ortiz 2,12/30/2006,
Wednesday,12/13/2006,FALSE,FALSE,UFC Fight Night 7: Sanchez vs. Riggs,12/13/2006,UFC Fight Night 07 !UFC Fight Night: Sanchez vs. Riggs,12/13/2006,UFC Fight Night,12/13/2006,,12/13/2006,UFC Fight Night: Sanchez vs Riggs,12/13/2006,
Saturday,11/18/2006,FALSE,FALSE,UFC 65: Bad Intentions,11/18/2006,UFC 065 !UFC 65: Bad Intentions,11/18/2006,UFC 65,11/18/2006,UFC 65 - Bad Intentions,11/18/2006,UFC 65: Bad Intentions,11/18/2006,
Saturday,11/11/2006,FALSE,FALSE,Ultimate Fighter 4: The Comeback Finale,11/11/2006,Ultimate Fighter 04 !The Ultimate Fighter: The Comeback Finale,11/11/2006,The Ultimate Fighter 4,11/11/2006,,11/11/2006,The Ultimate Fighter 4 Finale,11/11/2006,
Saturday,10/14/2006,FALSE,FALSE,UFC 64: Unstoppable,10/14/2006,UFC 064 !UFC 64: Unstoppable,10/14/2006,UFC 64,10/14/2006,UFC 64 - Unstoppable,10/14/2006,UFC 64: Unstoppable,10/14/2006,
Tuesday,10/10/2006,FALSE,FALSE,UFC Fight Night 6.5: Ortiz vs. Shamrock 3: The Final Chapter,10/10/2006,UFC Fight Night 06.5 !UFC: Ortiz vs. Shamrock 3: The Final Chapter,10/10/2006,Ortiz vs Shamrock 3,10/10/2006,,10/10/2006,Ortiz vs Shamrock 3: The Final Chapter,10/10/2006,
Saturday,9/23/2006,FALSE,FALSE,UFC 63: Hughes vs. Penn,9/23/2006,UFC 063 !UFC 63: Hughes vs. Penn,9/23/2006,UFC 63,9/23/2006,UFC 63 - Hughes vs. Penn 2,9/23/2006,UFC 63: Hughes vs Penn,9/23/2006,
,8/26/2006,FALSE,FALSE,UFC 62: Liddell vs. Babalu,8/26/2006,UFC 062 !UFC 62: Liddell vs. Sobral,8/26/2006,UFC 62,8/26/2006,,8/26/2006,UFC 62: Liddell vs Sobral,8/26/2006,
Thursday,8/17/2006,FALSE,FALSE,UFC Fight Night 6,8/17/2006,UFC Fight Night 06 !UFC Fight Night 6,8/17/2006,UFC Fight Night,8/17/2006,UFC Fight Night 6 - Sanchez vs. Parisyan,8/17/2006,UFC Fight Night 6,8/17/2006,
Saturday,7/8/2006,FALSE,FALSE,UFC 61: Bitter Rivals,7/8/2006,UFC 061 !UFC 61: Bitter Rivals,7/8/2006,UFC 61,7/8/2006,,7/8/2006,UFC 61: Bitter Rivals,7/8/2006,
Wednesday,6/28/2006,FALSE,FALSE,UFC Fight Night 5,6/28/2006,UFC Fight Night 05 !UFC Fight Night 5,6/28/2006,UFC Fight Night,6/28/2006,UFC Fight Night 5 - Leben vs. Silva,6/28/2006,UFC Fight Night 5,6/28/2006,
Saturday,6/24/2006,FALSE,FALSE,Ultimate Fighter 3: Team Ortiz vs. Team Shamrock Finale,6/24/2006,Ultimate Fighter 03 !The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,6/24/2006,The Ultimate Fighter 3,6/24/2006,,6/24/2006,The Ultimate Fighter 3 Finale,6/24/2006,
Saturday,5/27/2006,FALSE,FALSE,UFC 60: Hughes vs. Gracie,5/27/2006,UFC 060 !UFC 60: Hughes vs. Gracie,5/27/2006,UFC 60,5/27/2006,UFC 60 - Hughes vs. Gracie,5/27/2006,UFC 60: Hughes vs Gracie,5/27/2006,
Saturday,4/15/2006,FALSE,FALSE,UFC 59: Reality Check,4/15/2006,UFC 059 !UFC 59: Reality Check,4/15/2006,UFC 59,4/15/2006,,4/15/2006,UFC 59: Reality Check,4/15/2006,
Thursday,4/6/2006,FALSE,FALSE,UFC Fight Night 4,4/6/2006,UFC Fight Night 04 !UFC Fight Night 4,4/6/2006,UFC Fight Night,4/6/2006,UFC Fight Night 4 - Bonnar vs. Jardine,4/6/2006,UFC Fight Night 4,4/6/2006,
Saturday,3/4/2006,FALSE,FALSE,UFC 58: USA vs. Canada,3/4/2006,UFC 058 !UFC 58: USA vs. Canada,3/4/2006,UFC 58,3/4/2006,,3/4/2006,UFC 58: USA vs Canada,3/4/2006,
Saturday,2/4/2006,FALSE,FALSE,UFC 57: Liddell vs. Couture 3,2/4/2006,UFC 057 !UFC 57: Liddell vs. Couture 3,2/4/2006,UFC 57,2/4/2006,UFC 57 - Liddell vs. Couture 3,2/4/2006,UFC 57: Liddell vs Couture 3,2/4/2006,
Monday,1/16/2006,FALSE,FALSE,UFC Fight Night 3,1/16/2006,UFC Fight Night 03 !UFC Fight Night 3,1/16/2006,UFC Fight Night,1/16/2006,,1/16/2006,UFC Fight Night 3,1/16/2006,
Saturday,11/19/2005,FALSE,FALSE,UFC 56: Full Force,11/19/2005,UFC 056 !UFC 56: Full Force,11/19/2005,UFC 56,11/19/2005,UFC 56 - Full Force,11/19/2005,UFC 56: Full Force,11/19/2005,
Saturday,11/5/2005,FALSE,FALSE,Ultimate Fighter 02 The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,11/5/2005,Ultimate Fighter 02 !The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,11/5/2005,The Ultimate Fighter 2,11/5/2005,,11/5/2005,The Ultimate Fighter 2 Finale,11/5/2005,
Friday,10/7/2005,FALSE,FALSE,UFC 55: Fury,10/7/2005,UFC 055 !UFC 55: Fury,10/7/2005,UFC 55,10/7/2005,UFC 55 - Fury,10/7/2005,UFC 55: Fury,10/7/2005,
Monday,10/3/2005,FALSE,FALSE,UFC Fight Night 2,10/3/2005,UFC Fight Night 02 !UFC Fight Night 2,10/3/2005,UFC Fight Night,10/3/2005,,10/3/2005,UFC Fight Night 2,10/3/2005,
Saturday,8/20/2005,FALSE,FALSE,UFC 54: Boiling Point,8/20/2005,UFC 054 !UFC 54: Boiling Point,8/20/2005,UFC 54,8/20/2005,UFC 54 - Boiling Point,8/20/2005,UFC 54: Boiling Point,8/20/2005,
Saturday,8/6/2005,FALSE,FALSE,UFC Fight Night 1,8/6/2005,UFC Fight Night 01 !UFC Fight Night,8/6/2005,UFC Fight Night,8/6/2005,,8/6/2005,UFC Fight Night 1,8/6/2005,
Saturday,6/4/2005,FALSE,FALSE,UFC 53: Heavy Hitters,6/4/2005,UFC 053 !UFC 53: Heavy Hitters,6/4/2005,UFC 53,6/4/2005,UFC 53 - Heavy Hitters,6/4/2005,UFC 53: Heavy Hitters,6/4/2005,
Saturday,4/16/2005,FALSE,FALSE,UFC 52: Couture vs. Liddell,4/16/2005,UFC 052 !UFC 52: Couture vs. Liddell,4/16/2005,UFC 52,4/16/2005,,4/16/2005,UFC 52: Couture vs Liddell 2,4/16/2005,
